Type,Employee ID,Full Name,JobTitle,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
Production,E02983,Nora Richardson,Director,Human Resources,Specialty Products,Female,Caucasian,53,01/08/1999,"$173,624 ",17%,United States,Miami,
Production,E02984,Alexander Sanchez,Sr.Analyst,Sales,Manufacturing,Male,Latino,34,11/06/2018,"$80,772 ",0%,United States,Miami,
Production,E02985,Logan Rahman,Manager,Human Resources,Specialty Products,Male,Asian,39,7/27/2008,"$126,350 ",5%,United States,Austin,
Production,E02986,Henry Rogers,Sr.AccountRepresentative,Sales,Corporate,Male,Caucasian,25,05/05/2021,"$72,693 ",0%,United States,Seattle,
Production,E02987,Delilah Cheng,SolutionsArchitect,IT,Specialty Products,Female,Asian,45,3/15/2015,"$92,820 ",0%,China,Chongqing,
Production,E02988,Caroline Rodriguez,Sr.Manager,Finance,Corporate,Female,Latino,61,4/17/1997,"$135,561 ",13%,Brazil,Manaus,
Production,E02989,Jack Chin,Sr.Manager,Accounting,Corporate,Male,Asian,44,8/24/2007,"$121,788 ",13%,United States,Phoenix,
Production,E02990,Luna Collins,CloudInfrastructureArchitect,IT,Manufacturing,Female,Black,59,11/19/1993,"$92,216 ",0%,United States,Chicago,
Production,E02991,John Campos,OperationsEngineer,Engineering,Manufacturing,Male,Latino,34,2/25/2021,"$104,586 ",0%,Brazil,Sao Paulo,
Production,E02992,Charlotte Banks,AccountRepresentative,Sales,Corporate,Female,Black,45,12/23/2002,"$70,439 ",0%,United States,Phoenix,
Production,E02993,Miles Liu,Analyst,Sales,Research & Development,Male,Asian,35,5/25/2021,"$52,232 ",0%,United States,Columbus,
Production,E02994,Violet Duong,VicePresident,Marketing,Specialty Products,Female,Asian,42,9/22/2014,"$226,646 ",31%,United States,Austin,
Production,E02995,Isaac Xiong,Sr.Manager,Finance,Specialty Products,Male,Asian,38,10/28/2012,"$152,253 ",12%,United States,Seattle,
Production,E02996,Ian Le,VicePresident,Engineering,Specialty Products,Male,Asian,46,8/28/2007,"$195,471 ",36%,United States,Phoenix,
Production,E02997,Melody Delgado,NetworkArchitect,IT,Specialty Products,Female,Latino,48,11/28/2012,"$71,632 ",0%,Brazil,Rio de Janeiro,
Production,E02998,Eliza Bui,Analyst,Finance,Corporate,Female,Asian,63,6/13/2010,"$45,337 ",0%,United States,Seattle,
Production,E02999,Layla Wu,Sr.AccountRepresentative,Sales,Research & Development,Female,Asian,31,8/27/2018,"$89,573 ",0%,United States,Miami,
Production,E03000,Thomas Lam,ControlsEngineer,Engineering,Manufacturing,Male,Asian,52,11/18/2022,"$75,775 ",0%,United States,Seattle,
Production,E03001,Willow Taylor,AccountRepresentative,Sales,Corporate,Female,Black,27,02/08/2021,"$51,321 ",0%,United States,Seattle,
